Datum,Umsatz
2015-12-13,70.2627851668794
2015-12-14,54.7394699245604
2015-12-15,31.7098861371836
2015-12-16,42.2722477322849
2015-12-17,86.5381832594966
2015-12-18,77.7359078686357
2015-12-19,69.9211074485971
2015-12-20,45.7395753160456
2015-12-21,42.5151373960702
2015-12-22,116.615089085609
2015-12-23,87.2029904433664
2015-12-24,69.4000132648449
2015-12-27,25.2905133058449
2015-12-28,38.7394836594032
2015-12-29,50.760813368303
2015-12-30,76.88815019572
2015-12-31,43.6051606878586
2016-11-03,43.0067702051724
2016-11-04,31.0302746062749
2016-11-05,51.7425396361144
2016-11-07,55.6447706787916
2016-11-08,48.6539377155505
2016-11-09,37.9775832387439
2016-11-10,51.6599610963361
2016-11-11,32.1564594476948
2016-11-12,66.4155220587801
2016-11-13,33.3799044085387
2016-11-14,44.4033269674857
2016-11-15,20.6776720993102
2016-11-16,62.5835195605112
2016-11-17,50.9373223752499
2016-11-18,50.3838309810137
2016-11-19,64.0232163953006
2016-11-20,31.2111820886231
2016-11-21,108.577258313193
2016-11-22,127.825211212228
2016-11-23,59.2188630915755
2016-11-24,116.904606639941
2016-11-25,110.485453579136
2016-11-26,120.980209456819
2016-11-27,100.104662588903
2016-11-28,50.5443755257431
2016-11-29,94.936577234626
2016-11-30,69.1423951554017
2016-12-01,81.5257620674089
2016-12-02,120.419034503586
2016-12-03,102.031102607989
2016-12-04,63.954384003579
2016-12-05,71.6927561189485
2016-12-06,170.032387317823
2016-12-07,72.0570080200053
2016-12-08,125.010960620127
2016-12-09,94.4315326169962
2016-12-10,128.057208409031
2016-12-11,84.5644203966836
2016-12-12,76.8451108268975
2016-12-13,65.1120642648545
2016-12-14,74.2674362412923
2016-12-15,75.9259389553386
2016-12-16,83.1967350210813
2016-12-18,110.772438479613
2016-12-19,51.7405211861006
2016-12-20,73.8610197567487
2016-12-21,47.2190696131545
2016-12-22,54.3229595577533
2016-12-23,133.499200389925
2016-12-24,39.5775381438053
2016-12-27,48.8907184408876
2016-12-29,25.9982201360405
2017-10-30,64.6372397047353
2017-11-01,23.8681794994192
2017-11-02,44.0295290260757
2017-11-03,37.8268031111705
2017-11-04,36.8568923709382
2017-11-05,28.3820956676204
2017-11-06,56.8173975212702
2017-11-07,39.7253764673138
2017-11-08,32.9732470744695
2017-11-09,44.7824094184877
2017-11-10,37.7427745131038
2017-11-11,43.4416575463758
2017-11-12,46.3962867707664
2017-11-13,53.3312998062695
2017-11-14,7.0512010098527
2017-11-15,48.6021659830699
2017-11-16,28.0112147888418
2017-11-17,34.654609697448
2017-11-18,32.3629845181168
2017-11-19,50.8883991158385
2017-11-20,33.7557303237121
2017-11-21,52.546392931875
2017-11-22,32.3471109718386
2017-11-23,19.2822513008083
2017-11-24,79.7193259579011
2017-11-25,99.5384898594057
2017-11-26,74.6409274716296
2017-11-27,69.6217928098709
2017-11-28,66.1080672646919
2017-11-29,100.80162265371
2017-11-30,148.318103888471
2017-12-01,112.938176175859
2017-12-02,73.5044534836882
2017-12-03,79.6004075618886
2017-12-04,117.520022750142
2017-12-05,123.224464617739
2017-12-06,79.8680887634483
2017-12-07,109.933446733591
2017-12-08,85.870568331829
2017-12-09,109.592675334139
2017-12-10,94.1497660962144
2017-12-11,81.5380304454757
2017-12-12,128.470188126235
2017-12-13,63.612142629209
2017-12-14,63.5113105200694
2017-12-15,93.5202342927043
2017-12-16,105.308724630915
2017-12-17,91.5836690863741
2017-12-18,78.4614876007076
2017-12-19,67.8094425260021
2017-12-20,65.2664683884036
2017-12-21,87.4712283122925
2017-12-22,71.911652270053
2017-12-23,84.062222651182
2017-12-24,60.9819687660936
2017-12-27,34.9726439139618
